469,1
470,3
472,3
473,7
474,10
475,3
476,4
477,6
478,2
482,1
483,3
484,6
485,5
486,2
487,3
488,1
490,1
492,1
493,3
494,1
503,3
504,6
522,4
523,3
524,4
525,3
526,2
527,2
528,1
530,1
532,9
533,11
534,10
535,4
536,10
537,9
538,1
539,1
540,3
542,5
543,5
544,12
545,4
546,11
547,7
548,3
549,1
552,7
553,9
554,3
555,1
556,9
557,4
558,2
560,3
562,2
563,7
564,13
565,3
566,11
567,5
568,3
569,2
570,2
572,5
573,4
574,6
575,1
576,4
577,4
578,1
582,1
583,5
584,5
585,5
586,4
587,4
588,1
592,1
593,2
597,2
603,1
605,1
622,1
623,3
624,3
626,1
627,2
630,1
632,7
633,10
634,7
635,4
636,20
637,9
640,4
642,12
643,8
644,11
645,5
646,9
647,8
648,1
649,1
650,3
652,4
653,11
654,5
655,5
656,8
657,3
658,1
659,1
660,2
662,5
663,16
664,10
665,8
666,8
667,8
668,1
669,1
672,7
673,2
674,8
675,3
676,6
677,4
678,4
679,1
680,1
682,2
683,6
684,1
685,3
686,1
687,5
692,1
693,2
694,2
697,1
703,1
704,2
705,2
722,1
723,3
724,1
725,1
726,2
727,3
732,4
733,2
734,3
736,3
737,3
738,5
740,1
742,3
743,12
744,5
746,4
747,3
748,1
749,1
750,3
752,2
753,4
754,2
755,4
756,6
757,3
759,1
760,2
762,4
763,7
764,6
765,5
766,6
767,5
768,2
769,1
770,1
772,2
773,3
774,3
775,2
776,7
777,3
778,2
784,3
785,1
786,1
787,2
788,2
793,2
803,2
804,2
807,2
833,3
835,1
837,2
838,1
840,3
842,4
843,3
844,4
846,3
847,3
848,3
849,2
850,1
852,2
853,1
854,1
856,5
857,2
858,1
860,2
862,1
863,1
864,4
865,1
866,1
873,2
874,4
877,1
878,1
879,1
904,1
932,3
933,1
934,1
936,1
942,1
943,2
944,2
946,2
947,2
950,1
953,1
955,1
956,1
962,1
963,1
965,2
967,2
972,1
973,1
974,1
976,2
978,1
979,1
985,1
986,1
987,1
1028,1
1036,3
1037,1
1043,1
1044,3
1046,2
1048,1
1053,2
1057,2
1058,1
1063,1
1064,2
1065,1
1066,1
1076,2
1083,3
1087,1
1102,1
1103,1
1222,2
1223,5
1224,7
1225,3
1226,5
1227,5
1228,1
1229,1
1232,3
1233,4
1234,2
1235,5
1236,7
1237,3
1238,1
1239,3
1242,6
1243,9
1244,7
1245,8
1246,8
1247,2
1248,1
1252,1
1253,6
1254,4
1255,2
1256,2
1257,1
1263,7
1264,7
1265,2
1266,4
1267,1
1272,3
1273,6
1275,2
1276,1
1277,1
1284,3
1285,1
1286,1
1294,1
1295,1
1322,2
1323,5
1324,4
1326,3
1327,3
1328,1
1332,3
1333,7
1334,7
1335,5
1336,5
1337,4
1338,3
1339,1
1342,2
1343,6
1344,14
1345,2
1346,9
1347,3
1348,3
1350,1
1352,1
1353,11
1354,5
1355,3
1356,3
1363,6
1364,6
1365,2
1366,3
1367,1
1368,1
1373,3
1374,4
1375,1
1378,1
1380,1
1382,1
1383,4
1384,1
1385,1
1387,2
1393,4
1406,1
1422,1
1423,1
1424,3
1426,3
1427,1
1432,5
1433,2
1434,7
1435,4
1436,7
1437,1
1438,2
1440,1
1442,6
1443,6
1444,3
1445,2
1446,10
1447,2
1448,4
1450,2
1453,8
1454,3
1455,3
1456,2
1457,1
1458,2
1462,1
1463,9
1464,5
1465,5
1466,7
1467,1
1468,1
1472,1
1473,8
1474,2
1475,5
1476,2
1483,5
1484,3
1485,2
1494,1
1504,1
1524,2
1525,1
1526,2
1532,4
1533,5
1534,5
1535,1
1536,7
1537,2
1538,4
1540,1
1542,3
1543,8
1544,1
1545,2
1546,4
1547,3
1548,5
1552,2
1553,7
1554,5
1555,2
1556,5
1557,1
1558,4
1562,3
1563,5
1564,5
1565,1
1566,6
1568,1
1572,1
1573,5
1574,1
1575,2
1576,2
1583,2
1585,1
1586,2
1588,1
1593,2
1595,1
1603,1
1606,1
1608,1
1622,3
1624,3
1625,1
1626,1
1632,2
1633,4
1634,3
1635,2
1636,3
1637,2
1638,2
1642,6
1643,8
1644,4
1645,2
1646,7
1647,3
1648,2
1649,3
1652,5
1653,3
1654,2
1656,2
1657,1
1660,1
1662,1
1663,4
1664,7
1665,3
1666,6
1667,1
1668,4
1672,1
1673,6
1674,5
1675,3
1676,3
1677,2
1678,1
1680,1
1682,5
1683,4
1684,1
1685,2
1686,3
1693,1
1694,2
1696,1
1703,1
1705,2
1726,1
1732,3
1734,4
1736,1
1737,1
1742,1
1743,3
1744,2
1745,3
1746,2
1747,4
1748,1
1752,2
1753,5
1754,2
1755,2
1756,3
1757,1
1762,1
1763,3
1764,5
1765,2
1766,2
1772,1
1773,4
1774,2
1775,2
1776,4
1782,2
1783,1
1784,2
1785,1
1786,4
1803,1
1805,1
1832,1
1833,1
1836,2
1843,2
1846,1
1853,1
1857,1
1862,1
1863,2
1864,1
1865,1
1867,2
1868,1
1872,1
1873,3
1874,2
1878,1
1883,1
1884,1
1886,1
1896,1
1904,1
1906,1
1934,1
1942,1
1943,2
1944,1
1946,1
1952,1
1953,2
1954,1
1957,1
1963,2
1973,1
1978,1
1983,2
2042,1
2044,1
2046,2
2064,1
2066,1
2072,1
2075,1
2076,4
2082,1
2083,4
2084,1
2085,1
2102,1
2104,1
2106,2
2222,1
2223,5
2224,4
2226,1
2227,1
2228,2
2232,2
2233,4
2234,1
2235,2
2236,4
2237,2
2238,1
2242,4
2243,3
2244,2
2245,4
2253,2
2254,3
2255,3
2258,1
2262,1
2263,7
2264,5
2265,1
2266,1
2268,3
2275,2
2276,1
2282,1
2286,1
2304,1
2306,1
2307,1
2323,5
2324,2
2326,2
2327,4
2332,1
2333,4
2334,2
2335,1
2336,3
2337,1
2338,2
2342,1
2343,10
2344,5
2345,1
2346,5
2347,1
2348,2
2349,1
2352,1
2353,2
2354,3
2355,1
2356,2
2357,2
2363,1
2364,6
2366,3
2367,2
2368,1
2373,2
2375,1
2376,2
2383,2
2384,1
2385,1
2403,1
2425,1
2426,1
2427,3
2432,5
2433,6
2434,4
2436,4
2437,4
2439,1
2442,2
2443,4
2444,3
2446,9
2447,5
2448,1
2449,1
2450,1
2452,2
2453,3
2455,2
2456,1
2457,4
2462,1
2463,5
2464,9
2465,2
2466,4
2467,6
2468,1
2469,1
2473,1
2474,2
2475,5
2476,2
2483,2
2485,1
2495,1
2508,1
2522,2
2532,2
2533,3
2534,4
2536,6
2537,2
2538,1
2539,1
2542,3
2543,8
2544,3
2545,3
2546,7
2548,1
2552,2
2553,4
2555,1
2556,4
2558,1
2560,1
2563,1
2564,5
2566,3
2568,2
2572,3
2573,1
2577,4
2583,3
2584,3
2586,1
2589,1
2622,1
2623,2
2624,2
2626,1
2633,3
2635,1
2636,3
2637,1
2642,1
2643,4
2644,2
2645,1
2646,3
2647,1
2648,2
2652,2
2654,6
2656,1
2657,1
2659,1
2660,2
2663,3
2664,4
2665,6
2666,4
2667,6
2668,1
2672,1
2673,2
2674,4
2675,1
2676,2
2677,1
2682,2
2683,1
2685,1
2686,2
2687,1
2688,1
2704,1
2722,2
2724,2
2726,1
2727,2
2733,1
2735,1
2736,6
2739,1
2742,3
2743,2
2744,4
2745,2
2746,2
2747,1
2752,1
2753,1
2754,1
2756,1
2757,2
2758,4
2762,2
2763,2
2764,3
2766,3
2767,3
2772,1
2773,1
2774,3
2775,1
2776,1
2777,1
2778,1
2784,1
2785,2
2794,1
2803,2
2805,1
2807,1
2808,1
2823,1
2826,2
2833,2
2834,2
2836,1
2842,1
2843,3
2844,1
2846,2
2853,1
2854,1
2855,1
2856,1
2863,1
2867,1
2878,1
2884,1
2904,1
2942,1
2943,1
2944,1
2946,2
2974,1
2976,1
2983,1
3033,1
3037,1
3039,1
3043,1
3044,1
3053,1
3063,1
3064,1
3067,1
3074,1
3077,1
3086,1
3103,1
3106,1
3223,2
3233,1
3234,1
3246,1
3256,1
3264,1
3268,1
3278,1
3287,1
3322,1
3323,3
3324,1
3330,1
3332,1
3333,1
3336,1
3337,2
3343,3
3344,2
3346,1
3347,3
3348,1
3352,2
3353,3
3354,1
3355,1
3363,3
3364,5
3365,1
3367,1
3368,2
3373,3
3375,1
3376,1
3377,1
3387,1
3388,1
3405,1
3433,4
3434,3
3435,1
3436,1
3437,1
3443,6
3444,3
3445,5
3446,7
3449,1
3453,2
3454,2
3455,1
3463,3
3464,1
3465,1
3467,1
3473,2
3474,2
3476,1
3477,2
3483,1
3484,1
3487,1
3503,1
3507,1
3523,1
3532,2
3533,1
3535,1
3536,3
3542,2
3545,2
3546,3
3547,2
3548,2
3553,1
3554,2
3557,1
3563,2
3564,2
3565,2
3574,1
3577,2
3583,1
3584,2
3585,1
3587,3
3605,1
3622,2
3623,2
3624,1
3626,2
3633,6
3634,3
3637,1
3642,1
3643,3
3645,1
3646,2
3650,1
3653,1
3662,2
3663,1
3666,1
3667,2
3673,3
3674,1
3675,2
3683,1
3687,1
3688,1
3689,1
3724,1
3726,1
3734,1
3737,1
3758,3
3759,1
3763,1
3766,1
3773,1
3776,1
3778,2
3784,1
3787,1
3833,1
3844,1
3846,2
3853,2
3854,1
3855,1
3856,1
3862,1
3865,1
3875,1
3922,1
3947,1
4034,1
4046,1
4064,1
4084,1
4233,1
4234,2
4235,1
4236,1
4247,2
4256,2
4263,2
4268,1
4283,1
4333,1
4334,1
4335,1
4336,3
4343,2
4344,3
4345,1
4346,1
4347,1
4348,3
4349,2
4354,1
4363,2
4365,1
4383,1
4405,1
4407,1
4422,1
4433,4
4434,4
4436,2
4437,2
4443,2
4444,1
4445,1
4446,7
4447,2
4453,4
4454,1
4455,1
4456,1
4457,2
4463,2
4464,2
4465,2
4467,1
4474,1
4475,1
4476,1
4484,1
4486,1
4522,1
4523,1
4532,2
4533,3
4534,2
4536,1
4542,1
4543,2
4544,2
4545,2
4546,3
4547,4
4553,1
4554,1
4555,1
4556,1
4557,1
4564,1
4566,1
4567,1
4577,1
4583,1
4584,1
4587,1
4623,1
4634,2
4636,1
4643,2
4644,2
4646,3
4647,2
4653,2
4655,1
4663,1
4664,1
4665,1
4666,2
4673,2
4674,2
4684,1
4732,1
4742,1
4743,1
4747,1
4748,1
4753,1
4756,1
4757,1
4764,1
4765,1
4777,1
4780,2
4784,1
4785,1
4789,1
4803,1
4833,1
4834,2
4839,1
4843,1
4846,3
4853,1
4863,2
4864,1
4868,1
4874,1
4946,1
4972,1
4983,1
5033,1
5043,1
5085,1
5222,1
5226,2
5227,3
5229,3
5230,1
5236,1
5239,1
5240,2
5246,2
5247,3
5248,1
5249,1
5250,1
5253,1
5256,1
5267,1
5268,1
5270,1
5276,1
5277,1
5286,1
5290,1
5300,1
5322,1
5323,1
5324,1
5326,2
5333,2
5334,1
5336,2
5337,3
5338,1
5339,1
5340,2
5343,4
5346,2
5347,1
5348,1
5354,1
5355,1
5358,1
5364,1
5366,1
5367,3
5368,1
5373,1
5377,1
5378,4
5397,1
5400,1
5408,1
5433,4
5434,1
5436,2
5437,1
5439,1
5440,1
5443,4
5444,3
5445,2
5446,4
5447,2
5448,1
5449,1
5450,1
5454,2
5455,1
5456,5
5457,3
5459,1
5463,2
5464,3
5465,3
5469,2
5470,3
5473,1
5476,1
5477,2
5478,1
5489,1
5493,1
5496,1
5530,1
5533,2
5536,2
5537,1
5540,2
5543,1
5544,1
5546,3
5547,1
5549,1
5550,1
5556,3
5557,3
5558,1
5559,1
5560,3
5564,2
5565,2
5566,3
5567,1
5568,1
5574,2
5578,1
5580,1
5583,2
5587,1
5590,1
5593,1
5608,1
5624,1
5628,1
5633,4
5638,1
5642,1
5643,1
5644,2
5646,2
5647,1
5648,1
5650,1
5654,1
5656,1
5657,1
5659,1
5660,1
5663,3
5664,1
5665,2
5666,1
5667,2
5668,2
5673,3
5675,1
5680,1
5684,2
5686,1
5687,1
5695,1
5697,1
5708,3
5723,2
5724,4
5733,1
5737,1
5742,1
5743,1
5744,1
5747,2
5753,1
5757,1
5763,1
5766,1
5767,2
5769,1
5774,1
5777,1
5783,1
5784,1
5785,1
5787,1
5797,1
5805,1
5846,3
5847,1
5854,1
5858,1
5864,1
5866,4
5874,2
5885,1
5886,2
5984,1
6056,1
6064,1
6234,1
6236,1
6263,1
6268,3
6308,1
6333,2
6343,2
6344,1
6346,1
6354,1
6367,1
6423,2
6433,1
6445,4
6446,1
6452,1
6453,2
6454,1
6463,2
6464,3
6465,1
6466,1
6467,1
6488,1
6489,1
6533,1
6536,1
6542,1
6543,2
6545,3
6553,1
6565,1
6568,1
6573,1
6574,1
6585,1
6586,1
6589,2
6636,2
6637,1
6643,1
6644,1
6645,3
6646,1
6653,1
6656,1
6660,1
6662,1
6663,1
6666,1
6668,1
6680,1
6683,1
6684,1
6705,1
6733,1
6743,1
6744,1
6745,1
6747,1
6757,1
6774,1
6786,2
6836,1
6843,1
6852,1
6855,1
6863,1
6864,1
6875,1
6877,1
6884,1
6943,1
7285,1
7384,1
7385,1
7386,1
7423,1
7424,1
7427,1
7434,1
7443,2
7445,1
7446,3
7447,1
7474,2
7533,1
7543,2
7545,1
7546,1
7547,1
7553,3
7556,3
7564,2
7565,1
7573,1
7580,1
7588,1
7622,1
7656,1
7663,1
7665,1
7674,1
7685,1
7686,1
7743,1
7744,2
7746,1
7766,1
7773,1
7833,2
7834,1
7844,1
7854,1
7856,2
7864,1
7866,1
7868,1
7905,1
7946,1
7966,1
7975,1
8023,1
8033,2
8034,1
8043,2
8074,1
8085,1
8433,1
8435,1
8436,1
8454,1
8464,1
8468,1
8504,1
8523,1
8536,1
8544,1
8556,2
8565,1
8566,1
8575,1
8586,1
8653,1
8656,1
8667,1
8685,1
8736,1
8743,1
8744,2
8764,1
8765,1
8866,1
8874,1
9638,1
9656,1
9683,1
9833,1
10068,1
10437,1
10536,1
10545,1
10553,1
10750,1
10845,1
10863,1
10873,1
12273,1
12436,1
13474,1
13664,1
13674,1
13765,1
13874,1
14284,1
14455,1
14476,1
14608,1
14704,1
14705,1
14784,1
15064,1
15364,1
15385,1
16446,1
16523,1
17674,1
17764,1
18084,1
18374,1
18705,1
22233,1
23385,1
23444,1
23453,1
23477,1
23533,1
23675,1
23745,1
24364,2
24445,1
24464,1
24466,1
24485,1
24488,1
24545,1
24645,1
24655,1
24676,1
24684,1
25446,1
25448,1
25464,1
25474,1
25533,1
25536,1
25546,1
25646,1
25686,1
25886,1
26045,1
26068,1
26445,1
26545,1
26664,1
26685,1
26705,1
26784,1
27455,1
27833,1
28364,1
28464,1
28545,1
28589,1
28646,1
28794,1
28846,1
29066,1
32232,1
32332,2
32348,1
33232,1
33272,1
33308,1
33368,1
33432,1
33652,1
33679,1
33905,1
34242,1
34332,3
34632,1
34646,1
34656,1
34746,1
35046,1
36332,1
36466,1
37264,1
40548,1
42232,1
42342,1
42432,1
42662,1
44232,1
44646,1
45232,2
45332,1
48876,1
52242,1
52432,1
54265,1
54308,1
54365,1
54465,1
55384,1
55388,1
55684,1
55846,1
56465,1
56505,1
56665,2
56705,1
57684,1
57784,1
57908,1
57984,1
58265,1
58464,1
58484,1
58694,1
60064,1
62432,1
63232,1
64632,1
66232,1
75086,1
75656,1
78846,1
83332,1
